,company name,job_title,Location,Estimated salary,posted,rating,link
810,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2801&ao=1110586&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_3a9b33fb&cb=1681830438633&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBPul2AIIZtwilTzsvNpn3ENha_ikFkXhSilXikYlQMk9DqkFJidO7xOC1xjQqM_gglRWvSeaUr-je-CA_zARV5H0L0lEX-qriTn3XrWScPpGKJoIwagpBRG1b_p8jd1zGkuOiroQltmAxK7JQBHcPuuM67ExV2BcEez-F0IOZNaTJwbbRZQ43xIbtgbUmQ4BMdub1GYvqoNqAy72_i95KvWFCjyQWn94RhD-qBVU6jmVAmVbGsFcSAO4ZogYe2YBcqekUrhNVpu7S5zDY0kWDOa5aNRZynT8qShW-czVUCtneFsL6FGJeVStyYXE1yz1pAbPJy18qRH5_1jIAhFZolbfz4lMAxpNa-pQbFsON_-dbJVNbt8nav96mkWljHVSPhHXOAxSgq_zOPfsqVsB5BOOh-ujZzD7BxfAsHjFEkUXFwpg6TNOu6W9YMBfv8IRSin9XsYF_EV3qrgMcHVumc6L6hM6pL10aENhzwO05ALZeLBXCilSKLS2JfjHHzGQ4JJ0dLf2i55Ef4QHbv3AW-sfc50zcNWk5rx20j1xiZtWShY_nMO2o0J6UsC0ybH8FQC0XxfgpJPjl3LR5QZRZ5idh7ZPRnKCbUS0wHpfgKuB4r94mgB3HPApTxyDQc0vNiEglQDNcN_TCDcIeKhqqLOYEJnEWz7zruYoh0-X2xQ1Fsjitobkz_qS-9R5GHWrEY_4tg3SMyyJ39z_tmtxmXsn5Zkq6Ss0V51PB9qLjgqlPFlwpKXpqWusX8RGv0WAafIHCjXWwe34BvmqQOVOhyQokLphM4girtz6Z44FrCgTU5mdPfM8P2BaDZR7qLTWCoC5nn3hbz_ioJDGbUQU8wDhNDMQHQFbj0ZyZaCgNSmJ4xK9fzSkg1dQWKsJnCKrIw8NaJZuonyba39_VuT1Kfw%3D%3D
811,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2802&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd305668&cb=1681830438633&jobListingId=1008576880822&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-4e31434c9d5173a3-
812,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2803&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f61d2475&cb=1681830438633&jobListingId=1008588942115&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-f7a6e8acc5758f99-
813,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2804&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c082dded&cb=1681830438633&jobListingId=1008592100780&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-bf096c54ea8642f5-
814,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2805&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7882e554&cb=1681830438633&jobListingId=1008592457678&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-649a18a05f90567b-
815,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2806&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8bb5427&cb=1681830438634&jobListingId=1008583509397&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-10de3dc817e28af1-
816,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2807&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_07a5cda4&cb=1681830438634&jobListingId=1008584374059&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-809477051db3d113-
817,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2808&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_169d92a1&cb=1681830438634&jobListingId=1008586185687&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-5aa7f0bb03efffc4-
818,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2809&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_ecf12f73&cb=1681830438634&jobListingId=1008589186402&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-c84494df52212457-
819,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2810&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_be30d43a&cb=1681830438634&jobListingId=1008588924121&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-ec45200509d2a943-
820,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2811&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0df40bfd&cb=1681830438634&jobListingId=1008563019223&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-67cdf6093e3cf330-
821,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2812&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff0a9031&cb=1681830438634&jobListingId=1008528595392&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-befb9f3c90b653e7-
822,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2813&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8a6a2299&cb=1681830438634&jobListingId=1008404163994&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-63b5e671e9ff8b24-
823,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2814&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_95f08d64&cb=1681830438634&jobListingId=1008592293652&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-decbd1639365820b-
824,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2815&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b8c93d4&cb=1681830438634&jobListingId=1007285294048&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-13027c95012596b8-
825,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2816&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_66934049&cb=1681830438634&jobListingId=1007788365685&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-a8004d4d60d6a554-
826,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2817&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_034a8212&cb=1681830438635&jobListingId=1008557080891&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-237e8a4133b9b650-
827,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2818&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c21076c3&cb=1681830438635&jobListingId=1008545396546&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-a3c43693786817ea-
828,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2819&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_d5263a0f&cb=1681830438635&jobListingId=1008579260859&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-1530d7e56d2655f4-
829,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2820&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_0322f89f&cb=1681830438639&jobListingId=1008518765011&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-ebb1fe9d4e0a9467-
830,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2821&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_9b73ae88&cb=1681830438635&jobListingId=1008430558926&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-a437407f123ce746-
831,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2822&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_99fdbc03&cb=1681830438635&jobListingId=1008584704633&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-041e8386cab1b588-
832,Terminal Trend Technologies,Data Scientist,Ahmedabad,₹8L - ₹10L (Employer Est.),7d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2823&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d40d63a7&cb=1681830438635&jobListingId=1008581005896&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-614e163d4ee151d9-
833,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2824&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48dbdbe5&cb=1681830438635&jobListingId=1008594717226&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-2c9a8c61a79d6111-
834,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2825&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_b2c21cf2&cb=1681830438635&jobListingId=1008570354875&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-7b11c591922a4fdd-
835,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2826&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_29fa9fb1&cb=1681830438635&jobListingId=1008586752495&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-575f5e7cbd8797c2-
836,Serendipity Corporate Services,Vacancy for Data Scientist,Pune,₹30L (Employer Est.),18d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2827&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bc1cd130&cb=1681830438636&jobListingId=1008560302651&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-086bc21655763e42-
837,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2828&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d2fbcee&cb=1681830438636&jobListingId=1007737999689&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-563113a36675bfe7-
838,Infosys,Data Science,Bangalore,₹3L - ₹9L (Glassdoor Est.),21d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2829&ao=1110586&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_04169cd6&cb=1681830438636&jobListingId=1008553644606&cpc=C4A69CCDBB3B9599&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-892518c414e536db--6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MEy3-TDTKIO3vOAnPNI9rvuER6vES52YFRK-7XFeQSKpXy8WjaV1K4bHzM1eyRGpJYd3RHfbjd2jBAAWe8aCdDCXqsO8eaLz7k2DvSZSVGvOSAihx9E7KZ3WYCScMIQCzLR69RCNSOf_oJqBUETu3nGsakJODOy3rn1OXGUvVnkM30Njn6ZlKcknaGqSYbJku08MdVKxtD8yJvA9nNBIZTwz15QWjkIeOVxNqAwVeYFVjPNd0M_XjS1iA_le1Tn4e2abbFrq_kMz7hRp0oSBEaNpWJ_9X7qgx9JRRtoEmRNSbNCN2hdI4Lg3USC5DYjSUYsLxy69C4I9LusUbplQAHp8wNYWb6HhkRBy3UAI6Z-8lM5PH42VUQSk75HUyJ0Jj1_NwTPxwkSsFBYqbZ2IB9zpAQbPmfrddKdWEudAZF25fgfdIJTfQsYPrSm2vjqHrY0mcZmtNW98aCX5iyeG4pWsJ8fZ5YznBdjO5J7JGhqaH4Z1_lWmL7IcBzuwO3oRJLq5M1aR1zQvdlQGAIB0iFWM4KXVq1YIbZJfP-0Q9LOkSST3PyiaK2Y%3D
839,Navig8 Group,Data Scientist,Mumbai,₹4L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2830&ao=1136043&s=58&guid=0000018794e7e5bcba7b19e29b687b8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3921f33c&cb=1681830438636&jobListingId=1008485230849&jrtk=3-0-1guaefpetm6qt801-1guaefpfqi9hi800-99cb33e6bd4f6e92-
840,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2901&ao=1110586&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_02e0e9aa&cb=1681830457179&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBBshfX7A6xtZjPT13XgI039wX3NGBylDzmGquwfEczy-CGImgY_zbgp0FJihg_6KIkt4EW5QjXD57iBwcJBpIEHdKsYqC4Dn_DnoKy2keN0FbP0Ifl6_jsJsLiagkSzNdGltX3YiUhnNjzwcCQcCTfie1LNZpWCruzdUlzAeLHf6QRAmQ7Ucoo0mABr8Y3FOM3N7lrtpRxztWHgrOvhDeagi2MhPDKcTFnsRrNjMh-5AKemb1hvyOkW_R2HVCJ0u2-Y23haHawNcJ_OsN5M9SazeERk_tnv3__ypbJRxVp3hpXd5t7nVtzLNUH-cPNE44EAjuUN70fHcUM9BssXtCI4WlCVqeXYcgZYFXCOkzFis88ERcEvjtLMisDob6QegE-BCm3HVw5NqMhfMCtRRdUUIm3wAvpwFtku_RQQOJ1hwv08BRuxDxjIxM_e0XWSDoGPGTAIZAb7qDJ8wCwhogo1hHKZ--gl6r9o7_2ulnhw5DwRdF2qb4_dcRDDlG_NQf6bveYBN5zi8fLV5w4-Y400LO1vHCSbifF8UM8PYncCdig9Ao6eBCheMqULZMDBSnBvkMJCm8VSZdKBJIuRuRUXEe6r2U1mdzoUPHNK_U0tMIipZ-v0lY30LDN0Ke1ccLZ6act8QN-NSJN6TEBK3twrpkE7L8wWGzzs1JQdbot4XnOnjxU0nZ6sDcFnVvBb8DNH7kKdYsK_FkSija5gRpcksvWcAeA2YXGL6hzz2EiZ14lH8rdj6R-l_WqsVsem1-HXOMPQPHJetOnX59by3PN9v2R8SA_iaxl7ya_Nd8lmBsxZi0Oa8_cMsQTC2sO5J7RczAfqXuTSKIjUm79GxOoYCjZwbWSgJjuLwPoJ2ntMOspsV4QWVXYNbDzcLF5f5iNQ5OJAM8Cp594rFTP8IvDg%3D%3D
841,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2902&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_c54b8c39&cb=1681830457179&jobListingId=1008576880822&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-4e31434c9d5173a3-
842,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2903&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ce66fe24&cb=1681830457179&jobListingId=1008588942115&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-f7a6e8acc5758f99-
843,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2904&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5fa8e1a0&cb=1681830457179&jobListingId=1008592100780&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-bf096c54ea8642f5-
844,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2905&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e7a8d919&cb=1681830457179&jobListingId=1008592457678&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-649a18a05f90567b-
845,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2906&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4791686a&cb=1681830457179&jobListingId=1008583509397&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-10de3dc817e28af1-
846,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2907&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_988ff1e9&cb=1681830457179&jobListingId=1008584374059&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-809477051db3d113-
847,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2908&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2ee648f0&cb=1681830457179&jobListingId=1008586185687&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-5aa7f0bb03efffc4-
848,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2909&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_d48af522&cb=1681830457180&jobListingId=1008589186402&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-c84494df52212457-
849,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2910&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_864b0e6b&cb=1681830457180&jobListingId=1008588924121&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-ec45200509d2a943-
850,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2911&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_358fd1ac&cb=1681830457180&jobListingId=1008563019223&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-67cdf6093e3cf330-
851,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2912&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_b2c5f936&cb=1681830457180&jobListingId=1008528595392&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-befb9f3c90b653e7-
852,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2913&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7a54b9e&cb=1681830457180&jobListingId=1008404163994&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-63b5e671e9ff8b24-
853,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2914&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d83fe463&cb=1681830457180&jobListingId=1008592293652&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-decbd1639365820b-
854,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2915&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6643fad3&cb=1681830457180&jobListingId=1007285294048&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-13027c95012596b8-
855,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2916&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_354194c0&cb=1681830457181&jobListingId=1007788365685&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-a8004d4d60d6a554-
856,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2917&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5098569b&cb=1681830457181&jobListingId=1008557080891&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-237e8a4133b9b650-
857,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2918&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_91c2a24a&cb=1681830457181&jobListingId=1008545396546&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-a3c43693786817ea-
858,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2919&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_86f4ee86&cb=1681830457181&jobListingId=1008579260859&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-1530d7e56d2655f4-
859,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2920&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_f7a1ca0a&cb=1681830457181&jobListingId=1008518765011&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-ebb1fe9d4e0a9467-
860,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2921&ao=1136043&s=58&guid=0000018794e82de699d46b6118e171df&src=GD_JOB_AD&t=SR&vt=w&cs=1_6ff09c1d&cb=1681830457181&jobListingId=1008430558926&jrtk=3-0-1guaegbgfm6r4801-1guaegbh928d4000-a437407f123ce746-
